Обращение,Вр__создания_обращения,Вр__создания_обращения_с_учетом_ЗО_инициатора,ВРЕМЯ_ЗАКРЫТИЯ,IP_адрес,РПА,Доля,ТЗ,Порядок,Объект,Наряд,Направление_РГ,Рабочая_группа,Исполнитель,Полигон_инициатора,ФИО,Подразделение_инициатора,Способ_обращения,Причина_обращения,АСОЗ,ВП,ОСК,Услуга,ЭК_запроса_наряда,Направление_проблем,ЭК_робота,Код_мероприятия_РРО,Шаблон_запроса,ВОЗВРАЩЕНО,ВОЗВРАЩЕНО_ОШИБОЧНО,КРАТКОЕ_ОПИСАНИЕ,ПОДРОБНОЕ_ОПИСАНИЕ,РЕШЕНИЕ
ОБР25-06266933,31.05.2025 16:50:09,31.05.2025 16:50:09,,,сотрудник,"0,27",20.0,2,ЗАП25-05258680,связанный наряд,Направление ЦТС ПАСС,ПАСС-НСИ-СЗ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,СЗЖА-ОКТ,,-,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06267081,31.05.2025 17:20:06,31.05.2025 17:20:06,,,сотрудник,"1,00",25.0,1,ЗАП25-05252783,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СЗ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,СЗЖА-ОКТ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ОКТ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06267740,31.05.2025 20:29:28,01.06.2025 1:29:28,,,сотрудник,"1,00",42.0,1,ЗАП25-05253306,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-РЕМ,Чашкин Леонид Борисович,Восточно-Сибирская ЖД,Иванов Иван Иванович,ДЦС-УЛАН-УДЭНСКИЙ-ВСИБ,телефон,Установка/Настройка АС на РМ,,,да,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),,,"ЦТС-ИНФР-ПРОБЛЕМЫ С ПОДПИСАНИЕМ ДОКУМЕНТОВ (ДУ-61, ДУ-60)",0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06267763,31.05.2025 20:39:08,31.05.2025 20:39:08,,,сотрудник,"1,00",90.0,1,ЗАП25-05253318,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-РЕМ,Чашкин Леонид Борисович,Северо-Кавказская ЖД,Иванов Иван Иванович,ДЦС-КРАСНОДАРСКИЙ-СКВ,Чат бот помощник,Установка/Настройка АС на РМ,,,,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),ИИ-ЦРТ-АСУВОП-3-ИНСТРУКЦИИ-ТС-0001-ОБЩЕЕ,ИИ-ЦТС-ИНФР-0012,ЦТС-ИНФР-ИНСТРУКЦИИ-ИИ-РЕМ-БОТ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06267835,31.05.2025 21:04:07,31.05.2025 21:04:07,,,RPA,"1,00",11.0,1,ЗАП25-05253390,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СЗ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,СЗ-ФПК-ОКТ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,ОКТ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06267885,31.05.2025 21:23:07,31.05.2025 21:23:07,,,RPA,"1,00",11.0,1,ЗАП25-05253446,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СЗ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,СЗ-ФПК-ОКТ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,ОКТ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06267919,31.05.2025 22:00:49,31.05.2025 22:00:49,,,сотрудник,"0,50",30.0,1,ЗАП25-05253535,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДЦС-ЯРОСЛАВЛЬ-Д-СЕВ,телефон,Ведение учетных записей,,,,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),РПА-РОБИН-АСУВОП3-ТС-0002-ОБЩЕЕ,ЦТС-ИНФР-0387,ЦТС-ИНФР-ВОССТАНОВЛЕНИЕ ЛОГИНА/ПАРОЛЯ В АСУВОП-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06267919,31.05.2025 22:00:49,31.05.2025 22:00:49,,,сотрудник,"0,50",30.0,2,ЗАП25-05253586,связанный наряд,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДЦС-ЯРОСЛАВЛЬ-Д-СЕВ,,-,,,,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),,,,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268079,31.05.2025 22:25:13,31.05.2025 22:25:13,,,сотрудник,"1,00",16.0,1,ЗАП25-05253607,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-РЕМ,Чашкин Леонид Борисович,Юго-Восточная ЖД,Иванов Иван Иванович,ДУД-ДЦС-ЛИСКИНСКИЙ-ЮВСТ,Чат бот заглушка,Установка/Настройка АС на РМ,,,да,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),,,ЗАПРОС В ОСК-СВТ-1,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268136,31.05.2025 22:51:29,31.05.2025 22:51:29,,,сотрудник,"1,00",57.0,1,ЗАП25-05253627,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-РЕМ,Чашкин Леонид Борисович,Юго-Восточная ЖД,Иванов Иван Иванович,ДУД-ДЦС-ЛИСКИНСКИЙ-ЮВСТ,Чат Бот,Установка/Настройка АС на РМ,,,да,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),ИИ-ЦРТ-АСУВОП-3-ТС-0002-ОБЩЕЕ,ПИК-ИИ-РПА-0055,ЦТС-ИНФР-КОНСУЛЬТАЦИЯ ПО АСУВОП-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268459,31.05.2025 23:04:06,31.05.2025 23:04:06,,,RPA,"1,00",11.0,1,ЗАП25-05253809,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ЮГ,Чашкин Леонид Борисович,Северо-Кавказская ЖД,Иванов Иван Иванович,СЛУЖБА-Л-СКВ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СКВ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268513,31.05.2025 23:28:43,31.05.2025 23:28:43,,,сотрудник,"1,00",30.0,1,ЗАП25-05253816,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-РЕМ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,ДЦС-3-ОКТ,телефон,Ведение учетных записей,,,,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),ИИ-ЦРТ-АСУВОП-3-ТС-0002-ОБЩЕЕ,ПИК-ИИ-РПА-0055,ЦТС-ИНФР-КОНСУЛЬТАЦИЯ ПО АСУВОП-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268580,01.06.2025 0:11:38,01.06.2025 2:11:38,,,сотрудник,"1,00",90.0,1,ЗАП25-05253919,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-РЕМ,Чашкин Леонид Борисович,Южно-Уральская ЖД,Иванов Иван Иванович,ДЦС-3-КУРГАН-ЮУР,телефон,Установка/Настройка АС на РМ,,,,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),ИИ-ЦРТ-АСУВОП-3-ТС-0002-ОБЩЕЕ,ПИК-ИИ-РПА-0055,ЦТС-ИНФР-КОНСУЛЬТАЦИЯ ПО АСУВОП-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268602,01.06.2025 0:04:06,01.06.2025 0:04:06,,,сотрудник,"1,00",25.0,1,ЗАП25-05253923,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ЮГ,Чашкин Леонид Борисович,Северо-Кавказская ЖД,Иванов Иван Иванович,СК-ФПК-СКЖА-СКВ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,СКВ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268644,01.06.2025 0:23:58,01.06.2025 2:23:58,,,RPA,"1,00",14.0,1,ЗАП25-05253956,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ДС-ПЕРМЬ-СОРТ-СВРД,телефон,Ведение учетных записей,,,,06.01 ЕК АСУИ ДУ-46,ЕК-АСУИ-ДУ-46,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-MAXIMA-ТС-0001-ОБЩЕЕ,ЦТС-ИНФР-0372,ЦТС-ИНФР-ЕК АСУИ ДУ-46. РАЗБЛОКИРОВКА/СМЕНА ПАРОЛЯ ПОЛЬЗОВАТЕЛЯ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268645,01.06.2025 0:26:53,01.06.2025 0:26:53,,,сотрудник,"1,00",90.0,1,ЗАП25-05253959,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-РЕМ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,ДЦС-6-ОКТ,телефон,Установка/Настройка АС на РМ,,,,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),,,ЦТС-ИНФР-ОШИБКА ПРИ ПОДПИСАНИИ ПРЭП,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268666,01.06.2025 0:51:19,01.06.2025 0:51:19,,,RPA,"1,00",12.0,1,ЗАП25-05253968,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,РЦДМ-ОКТ,телефон,Ведение учетных записей,,,,06.01 ЕК АСУИ КМО,ЕК-АСУИ-КМО,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-MAXIMA-ТС-0001-ОБЩЕЕ,ЦТС-ИНФР-0372,ЦТС-ИНФР-ЕК АСУИ КМО (MAXIMO). РАЗБЛОКИРОВКА/СМЕНА ПАРОЛЯ ПОЛЬЗОВАТЕЛЯ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268776,01.06.2025 1:27:21,01.06.2025 1:27:21,,,сотрудник,"1,00",18.0,1,ЗАП25-05254070,дочерний объект,Направление ЦТС ИНФР,БД-ПП,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,ТЧ-14-ОКТ,телефон,Ведение учетных записей,,,,09.03 АСУТ-НБД,АСУТ-НБД,направление цтс пик (бд),,,ЦТС-КОНСУЛЬТАЦИЯ ПО АСУТ НБД,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268781,01.06.2025 1:37:16,01.06.2025 8:37:16,,,RPA,"1,00",12.0,1,ЗАП25-05254114,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Дальневосточная ЖД,Иванов Иван Иванович,ДЦС1-ДВС,телефон,Ведение учетных записей,,,,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),РПА-РОБИН-АСУВОП3-ТС-0002-ОБЩЕЕ,ЦТС-ИНФР-0387,ЦТС-ИНФР-ВОССТАНОВЛЕНИЕ ЛОГИНА/ПАРОЛЯ В АСУВОП-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268786,01.06.2025 1:26:37,01.06.2025 1:26:37,,,сотрудник,"1,00",90.0,1,ЗАП25-05254058,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-РЕМ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,ДЦС-1-ОКТ,телефон,Установка/Настройка АС на РМ,,,,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),,,ЦТС-ИНФР-ОШИБКА ПРИ ПОДПИСАНИИ ПРЭП,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06268812,01.06.2025 1:28:56,01.06.2025 1:28:56,,,ЧБ,"1,00",26.0,1,ЗАП25-05254108,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,БРЯНСКОЕ-АФТО-МСК,Чат Бот,"Технологическая консультация по вопросам, не отраженным в инструкции",,,,06.01 ЕК АСУИ ТС-2 ДМ,ЕК-АСУИ,направление цтс пик (инфр),ИИ-ЦРТ-ЕКАСУИ-MAXIMO-УЗ-ТС-0001-ОБЩЕЕ,ИИ-ЦТС-ИНФР-0054,ЦТС-ИНФР-ЧАТ-БОТ-ВОССТАНОВЛЕНИЕ ПАРОЛЯ В ЕК АСУИ MAXIMO,0,0,Краткое описание запроса,Подробное описание запроса,Решение
